short_name,long_name,player_id,player_overall,potential,age,height_cm,weight_kg,value_millions_eur,wage_thousands_eur,pace,shooting,passing,dribbling,defending,physic,player_positions,preferred_foot,nationality_name,league_name,skill_moves,weak_foot,international_reputation,club_name,team_overall,domestic_prestige,def_style,off_chance_creation,overall15,value_millions_eur15,country,image_link
R. Tapia,Renato Fabrizio Tapia Cortijo,220673,79,81,26,185,80,19.5,26.0,68.0,66.0,71.0,69.0,79.0,84.0,"CDM, CM",Right,Peru,La Liga,3,4,1,Celta de Vigo,77.0,6.0,Pressure On Heavy Touch,Balanced,72,4.2,Spain,https://cdn.sofifa.net/players/220/673/23_360.png
D. Sánchez,Davinson Sánchez Mina,220793,79,80,26,187,81,18.0,81.0,75.0,47.0,55.0,65.0,79.0,78.0,CB,Right,Colombia,Premier League,2,2,2,Tottenham Hotspur,81.0,8.0,Balanced,Balanced,81,21.5,England,https://cdn.sofifa.net/players/220/793/23_360.png
D. Calvert-Lewin,Dominic Calvert-Lewin,221479,79,82,25,187,71,23.5,49.0,81.0,76.0,64.0,74.0,39.0,79.0,ST,Right,England,Premier League,3,2,2,Everton,77.0,4.0,Balanced,Forward Runs,65,1.2,England,https://cdn.sofifa.net/players/221/479/23_360.png
V. Lindelöf,Victor Jörgen Nilsson Lindelöf,221660,79,80,27,187,80,17.5,100.0,59.0,51.0,72.0,71.0,81.0,75.0,CB,Right,Sweden,Premier League,3,4,2,Manchester United,82.0,8.0,Pressure On Heavy Touch,Possession,79,15.0,England,https://cdn.sofifa.net/players/221/660/23_360.png
J. Weigl,Julian Weigl,222028,79,80,26,187,80,20.5,17.0,59.0,64.0,75.0,77.0,79.0,75.0,"CM, CDM",Right,Germany,Bundesliga,3,3,2,Borussia Mönchengladbach,78.0,5.0,Balanced,Possession,81,21.0,Germany,https://cdn.sofifa.net/players/222/028/23_360.png
E. Ünal,Enes Ünal,223197,79,83,25,187,78,24.5,35.0,69.0,82.0,68.0,76.0,40.0,76.0,ST,Right,Turkey,La Liga,3,3,1,Getafe,77.0,5.0,Pressure On Heavy Touch,Forward Runs,74,9.0,Spain,https://cdn.sofifa.net/players/223/197/23_360.png
J. Omlin,Jonas Omlin,223550,79,81,28,189,80,15.0,23.0,52.0,73.0,73.0,75.0,76.0,80.0,GK,Right,Switzerland,Ligue 1,1,4,1,Montpellier,75.0,4.0,Balanced,Forward Runs,63,0.42,France,https://cdn.sofifa.net/players/223/550/23_360.png
W. Weghorst,Wout Weghorst,223689,79,79,29,197,84,17.5,59.0,59.0,77.0,60.0,69.0,52.0,87.0,ST,Right,Netherlands,Super Lig,2,3,2,Beşiktaş,74.0,8.0,Press After Possession Loss,Forward Runs,73,5.0,Turkey,https://cdn.sofifa.net/players/223/689/23_360.png
A. Marušić,Adam Marušić,224031,79,79,29,185,85,15.5,51.0,84.0,66.0,67.0,74.0,75.0,79.0,"LB, RB",Right,Montenegro,Serie A,3,4,2,Lazio,79.0,7.0,Press After Possession Loss,Possession,71,2.6,Italy,https://cdn.sofifa.net/players/224/031/23_360.png
A. Meret,Alex Meret,225116,79,82,25,190,83,18.0,39.0,44.0,70.0,70.0,75.0,79.0,79.0,GK,Left,Italy,Serie A,1,3,2,Napoli,80.0,9.0,Balanced,Forward Runs,74,10.5,Italy,https://cdn.sofifa.net/players/225/116/23_360.png
E. Skhiri,Ellyes Joris Skhiri,225126,79,80,27,185,74,18.0,31.0,68.0,72.0,71.0,75.0,79.0,75.0,"CDM, CM",Right,Tunisia,Bundesliga,3,3,2,FC Köln,74.0,4.0,Press After Possession Loss,Direct Passing,74,6.5,Germany,https://cdn.sofifa.net/players/225/126/23_360.png
David García,David García Zubiría,225341,79,80,28,185,72,16.5,32.0,61.0,37.0,65.0,65.0,80.0,75.0,CB,Right,Spain,La Liga,2,3,1,Osasuna,76.0,5.0,Balanced,Forward Runs,75,8.0,Spain,https://cdn.sofifa.net/players/225/341/23_360.png
A. Golovin,Aleksandr Golovin,225663,79,80,26,178,69,20.5,55.0,77.0,72.0,78.0,82.0,60.0,66.0,"LM, RM, CAM",Right,Russia,Ligue 1,4,4,3,Monaco,77.0,8.0,Pressure On Heavy Touch,Possession,76,11.5,France,https://cdn.sofifa.net/players/225/663/23_360.png
N. Pépé,Nicolas Pépé,226110,79,79,27,183,73,18.5,83.0,88.0,77.0,74.0,82.0,36.0,62.0,"RM, LM, LW",Left,Côte d'Ivoire,Ligue 1,4,2,2,Nice,77.0,6.0,Press After Possession Loss,Possession,72,4.6,France,https://cdn.sofifa.net/players/226/110/23_360.png
N. Mukiele,Nordi Mukiele Mulere,226166,79,83,24,187,84,23.5,61.0,78.0,49.0,68.0,72.0,81.0,80.0,"RWB, CB",Right,France,Ligue 1,3,3,2,Paris Saint Germain,85.0,10.0,Press After Possession Loss,Possession,72,4.5,France,https://cdn.sofifa.net/players/226/166/23_360.png
F. Dimarco,Federico Dimarco,226268,79,84,24,175,75,24.5,51.0,77.0,65.0,77.0,78.0,75.0,69.0,"LWB, LM, CB",Left,Italy,Serie A,3,2,2,Inter,83.0,9.0,Balanced,Forward Runs,63,0.7,Italy,https://cdn.sofifa.net/players/226/268/23_360.png
Pablo Fornals,Pablo Fornals Malla,226456,79,80,26,178,67,20.5,72.0,67.0,73.0,79.0,79.0,69.0,71.0,"LM, CAM",Right,Spain,Premier League,4,3,2,West Ham United,79.0,6.0,Balanced,Forward Runs,77,14.0,England,https://cdn.sofifa.net/players/226/456/23_360.png
M. Cash,Matty Cash,227174,79,82,24,185,74,22.0,65.0,80.0,67.0,71.0,75.0,74.0,76.0,"RB, RWB",Right,Poland,Premier League,3,2,2,Aston Villa,79.0,5.0,Pressure On Heavy Touch,Forward Runs,66,1.4,England,https://cdn.sofifa.net/players/227/174/23_360.png
A. Rossi,Agustín Daniel Rossi,227275,79,83,26,195,95,19.0,16.0,41.0,72.0,72.0,76.0,79.0,80.0,GK,Right,Argentina,Liga Profesional,1,2,1,Boca Juniors,75.0,10.0,Balanced,Forward Runs,68,1.3,Unknown,https://cdn.sofifa.net/players/227/275/23_360.png
E. Konsa,Ezri Konsa Ngoyo,227678,79,83,24,183,77,22.5,65.0,78.0,39.0,62.0,71.0,80.0,76.0,CB,Right,England,Premier League,2,3,2,Aston Villa,79.0,5.0,Pressure On Heavy Touch,Forward Runs,62,0.6,England,https://cdn.sofifa.net/players/227/678/23_360.png
O. Zinchenko,Oleksandr Zinchenko,227813,79,82,25,175,64,21.5,73.0,68.0,65.0,80.0,80.0,77.0,69.0,LB,Left,Ukraine,Premier League,3,3,2,Arsenal,80.0,7.0,Balanced,Possession,72,5.0,England,https://cdn.sofifa.net/players/227/813/23_360.png
S. Sensi,Stefano Sensi,229857,79,79,26,168,62,19.0,66.0,74.0,62.0,84.0,85.0,65.0,59.0,"CM, CAM",Right,Italy,Serie A,4,4,1,Monza,75.0,3.0,Balanced,Possession,75,10.0,Italy,https://cdn.sofifa.net/players/229/857/23_360.png
A. Wan-Bissaka,Aaron Wan-Bissaka,229880,79,82,24,183,72,22.0,86.0,82.0,50.0,65.0,73.0,77.0,70.0,RB,Right,England,Premier League,3,2,2,Manchester United,82.0,8.0,Pressure On Heavy Touch,Possession,55,0.19,England,https://cdn.sofifa.net/players/229/880/23_360.png
Emelvinson,Emelvin William Anjos Rochedo,230168,79,79,34,190,85,3.0,16.0,41.0,77.0,77.0,75.0,83.0,79.0,GK,Right,Brazil,Serie A,1,2,1,Bragantino,74.0,1.0,Press After Possession Loss,Balanced,77,6.0,Italy,https://cdn.sofifa.net/players/230/168/23_360.png
Diego Essler,Ronaldo Diego Essler Domingues,230184,79,79,22,168,65,19.0,32.0,89.0,58.0,70.0,77.0,74.0,59.0,"LB, LM",Left,Brazil,Serie A,4,3,1,Atlético Mineiro,75.0,7.0,Pressure On Heavy Touch,Possession,77,6.5,Italy,https://cdn.sofifa.net/players/230/184/23_360.png
Adnan Vidual,Adnan Claudiano Vidual Machado,230216,79,79,30,175,70,15.0,30.0,83.0,52.0,70.0,71.0,76.0,71.0,RB,Right,Brazil,Serie A,2,3,1,Internacional,74.0,7.0,Balanced,Direct Passing,65,0.48,Italy,https://cdn.sofifa.net/players/230/216/23_360.png
Jorge Andrão,Everton Jorge Andrade Zanon,230234,79,79,26,177,75,17.0,27.0,67.0,62.0,74.0,75.0,78.0,76.0,"CDM, CM",Right,Brazil,Serie A,2,4,1,Fluminense,72.0,9.0,Balanced,Possession,76,3.1,Italy,https://cdn.sofifa.net/players/230/234/23_360.png
Melvin Parrela,Melvin Luan Parrela Porfírio,230251,79,79,22,188,88,18.5,17.0,71.0,70.0,70.0,72.0,80.0,83.0,CDM,Right,Brazil,Serie A,2,3,1,Bragantino,74.0,1.0,Press After Possession Loss,Balanced,75,5.0,Italy,https://cdn.sofifa.net/players/230/251/23_360.png
Gabri Prestão,Bernard Gabriel Prestão Chaves,230312,79,79,30,186,80,11.5,25.0,60.0,71.0,71.0,75.0,77.0,81.0,GK,Right,Brazil,Serie A,1,3,1,Internacional,74.0,7.0,Balanced,Direct Passing,76,5.5,Italy,https://cdn.sofifa.net/players/230/312/23_360.png
Luimo Boas Santos,Luan Vágner Boas Macedo,230498,79,79,22,176,73,21.0,32.0,83.0,79.0,65.0,81.0,28.0,64.0,ST,Right,Brazil,Serie A,4,4,1,Santos,73.0,7.0,Balanced,Forward Runs,75,6.5,Italy,https://cdn.sofifa.net/players/230/498/23_360.png
Matheus Reis,Matheus Reis de Lima,230625,79,82,27,184,80,20.0,16.0,73.0,53.0,67.0,74.0,79.0,82.0,"CB, LB, LWB",Left,Brazil,Liga Portugal,3,2,1,Sporting CP,78.0,9.0,Pressure On Heavy Touch,Direct Passing,0,0.0,Portugal,https://cdn.sofifa.net/players/230/625/23_360.png
L. Blas,Ludovic Blas,231102,79,83,24,180,70,25.0,28.0,73.0,77.0,77.0,82.0,58.0,64.0,"CAM, RM, ST",Left,France,Ligue 1,4,2,2,Nantes,74.0,5.0,Pressure On Heavy Touch,Balanced,73,6.5,France,https://cdn.sofifa.net/players/231/102/23_360.png
G. Montiel,Gonzalo Ariel Montiel,231340,79,82,25,175,70,21.5,28.0,83.0,62.0,70.0,75.0,75.0,81.0,"RB, RWB",Right,Argentina,La Liga,3,3,1,Sevilla,81.0,8.0,Pressure On Heavy Touch,Possession,62,0.6,Spain,https://cdn.sofifa.net/players/231/340/23_360.png
E. Palacios,Exequiel Alejandro Palacios,231521,79,84,23,178,71,26.5,48.0,66.0,73.0,76.0,79.0,76.0,72.0,"CM, CDM, CAM",Right,Argentina,Bundesliga,3,4,2,Bayer 04 Leverkusen,80.0,8.0,Press After Possession Loss,Balanced,63,0.75,Germany,https://cdn.sofifa.net/players/231/521/23_360.png
Rafa Mir,Rafael Mir Vicente,231628,79,83,25,191,86,24.5,33.0,79.0,80.0,67.0,71.0,45.0,78.0,ST,Right,Spain,La Liga,3,3,1,Sevilla,81.0,8.0,Pressure On Heavy Touch,Possession,66,0.98,Spain,https://cdn.sofifa.net/players/231/628/23_360.png
L. Jović,Luka Jović,232432,79,83,24,181,85,25.5,55.0,74.0,78.0,68.0,78.0,29.0,73.0,ST,Right,Serbia,Serie A,3,5,1,Fiorentina,77.0,6.0,Balanced,Forward Runs,70,3.4,Italy,https://cdn.sofifa.net/players/232/432/23_360.png
W. Endo,遠藤 航,232487,79,79,29,178,77,17.0,32.0,67.0,66.0,71.0,79.0,79.0,75.0,"CM, CDM",Right,Japan,Bundesliga,3,4,2,VfB Stuttgart,74.0,3.0,Balanced,Balanced,69,1.1,Germany,https://cdn.sofifa.net/players/232/487/23_360.png
Isi Palazón,Isaac Palazón Camacho,232498,79,79,27,169,71,18.5,25.0,84.0,74.0,76.0,80.0,39.0,64.0,RM,Left,Spain,La Liga,3,3,1,Rayo Vallecano,76.0,3.0,Balanced,Possession,0,0.0,Spain,https://cdn.sofifa.net/players/232/498/23_360.png
T. Tomiyasu,冨安 健洋,232938,79,84,23,188,84,24.5,65.0,74.0,33.0,67.0,71.0,80.0,79.0,RB,Right,Japan,Premier League,2,5,1,Arsenal,80.0,7.0,Balanced,Possession,0,0.0,England,https://cdn.sofifa.net/players/232/938/23_360.png
N. Molina,Nahuel Molina Lucero,233084,79,84,24,175,70,26.5,48.0,85.0,67.0,74.0,77.0,72.0,71.0,"RM, RWB, RB",Right,Argentina,La Liga,2,3,1,Atlético Madrid,82.0,9.0,Pressure On Heavy Touch,Balanced,63,0.55,Spain,https://cdn.sofifa.net/players/233/084/23_360.png
D. Henderson,Dean Henderson,233306,79,82,25,188,85,18.0,76.0,55.0,77.0,77.0,78.0,75.0,80.0,GK,Right,England,Premier League,1,3,2,Nottingham Forest,76.0,1.0,Balanced,Forward Runs,63,0.68,England,https://cdn.sofifa.net/players/233/306/23_360.png
Marcão,Marcos do Nascimento Teixeira,234426,79,83,26,185,81,21.5,29.0,67.0,36.0,60.0,70.0,78.0,86.0,CB,Left,Brazil,La Liga,2,3,1,Sevilla,81.0,8.0,Pressure On Heavy Touch,Possession,69,1.4,Spain,https://cdn.sofifa.net/players/234/426/23_360.png
J. Brekalo,Josip Brekalo,234711,79,82,24,175,70,24.5,48.0,81.0,76.0,76.0,84.0,38.0,55.0,"CF, LM",Right,Croatia,Bundesliga,4,4,2,VfL Wolfsburg,76.0,6.0,Press After Possession Loss,Possession,70,3.1,Germany,https://cdn.sofifa.net/players/234/711/23_360.png
M. Lazzari,Manuel Lazzari,235374,79,79,28,174,67,16.0,51.0,92.0,62.0,76.0,82.0,70.0,65.0,RB,Right,Italy,Serie A,3,3,2,Lazio,79.0,7.0,Press After Possession Loss,Possession,73,5.5,Italy,https://cdn.sofifa.net/players/235/374/23_360.png
S. Özcan,Salih Özcan,235407,79,82,24,180,76,21.5,38.0,76.0,62.0,72.0,77.0,76.0,81.0,"CDM, CM",Right,Turkey,Bundesliga,3,3,1,Borussia Dortmund,81.0,9.0,Press After Possession Loss,Forward Runs,66,1.3,Germany,https://cdn.sofifa.net/players/235/407/23_360.png
T. Ndombele,Tanguy Ndombèlé Alvaro,235569,79,82,25,181,76,23.0,85.0,66.0,71.0,79.0,86.0,68.0,68.0,"CM, CDM, CAM",Right,France,Serie A,4,3,1,Napoli,80.0,9.0,Balanced,Forward Runs,74,9.0,Italy,https://cdn.sofifa.net/players/235/569/23_360.png
M. Edwards,Marcus Edwards,235619,79,85,23,168,65,27.5,16.0,85.0,73.0,70.0,85.0,33.0,48.0,"RW, LW, ST",Left,England,Liga Portugal,4,3,1,Sporting CP,78.0,9.0,Pressure On Heavy Touch,Direct Passing,65,1.2,Portugal,https://cdn.sofifa.net/players/235/619/23_360.png
Brais Méndez,Brais Méndez Portela,235944,79,80,25,187,76,21.0,35.0,69.0,77.0,80.0,78.0,58.0,67.0,"RM, CM",Left,Spain,La Liga,4,3,1,Real Sociedad,78.0,7.0,Balanced,Possession,66,1.2,Spain,https://cdn.sofifa.net/players/235/944/23_360.png
Fran Beltrán,Francisco José Beltrán Peinado,235997,79,84,23,165,64,24.5,22.0,60.0,56.0,77.0,77.0,77.0,65.0,"CDM, CM",Right,Spain,La Liga,3,3,1,Celta de Vigo,77.0,6.0,Pressure On Heavy Touch,Balanced,69,1.3,Spain,https://cdn.sofifa.net/players/235/997/23_360.png
Luiz Felipe,Luiz Felipe Ramos Marchi,236355,79,83,25,187,80,22.0,25.0,72.0,29.0,60.0,68.0,81.0,74.0,CB,Right,Italy,La Liga,3,4,1,Real Betis,79.0,6.0,Press After Possession Loss,Possession,61,0.5,Spain,https://cdn.sofifa.net/players/236/355/23_360.png
Kim Min Jae,김민재 金敏在,237086,79,83,25,190,81,22.0,49.0,80.0,33.0,57.0,62.0,80.0,84.0,CB,Right,Korea Republic,Serie A,2,3,1,Napoli,80.0,9.0,Balanced,Forward Runs,71,3.4,Italy,https://cdn.sofifa.net/players/237/086/23_360.png
J. Foyth,Juan Marcos Foyth,237221,79,84,24,187,69,24.5,29.0,72.0,46.0,69.0,72.0,80.0,77.0,"RB, CB, CDM",Right,Argentina,La Liga,3,3,1,Villarreal,80.0,8.0,Balanced,Balanced,68,1.7,Spain,https://cdn.sofifa.net/players/237/221/23_360.png
P. Estupiñán,Pervis Josué Estupiñán Tenorio,237942,79,83,24,175,78,23.5,55.0,79.0,46.0,69.0,72.0,75.0,75.0,"LB, LWB",Left,Ecuador,Premier League,3,3,1,Brighton & Hove Albion,76.0,3.0,Press After Possession Loss,Balanced,65,0.72,England,https://cdn.sofifa.net/players/237/942/23_360.png
T. Malacia,Tyrell Malacia,238041,79,84,22,169,67,25.0,86.0,85.0,56.0,66.0,77.0,76.0,76.0,LB,Left,Netherlands,Premier League,3,3,1,Manchester United,82.0,8.0,Pressure On Heavy Touch,Possession,61,0.45,England,https://cdn.sofifa.net/players/238/041/23_360.png
W. McKennie,Weston James Earl McKennie,238744,79,84,23,185,84,26.5,86.0,82.0,72.0,77.0,79.0,77.0,82.0,"CM, LM, RM",Right,United States,Serie A,3,3,2,Juventus,82.0,10.0,Pressure On Heavy Touch,Direct Passing,63,0.75,Italy,https://cdn.sofifa.net/players/238/744/23_360.png
Pepê,Eduardo Gabriel Aquino Cossa,238896,79,82,25,173,72,23.0,16.0,85.0,68.0,70.0,82.0,47.0,60.0,"LM, RB",Right,Brazil,Liga Portugal,4,2,1,Porto,78.0,10.0,Press After Possession Loss,Balanced,0,0.0,Portugal,https://cdn.sofifa.net/players/238/896/23_360.png
N. Maksimović,Nemanja Maksimović,239433,79,80,27,189,78,20.0,33.0,51.0,72.0,75.0,74.0,77.0,77.0,"CM, CDM",Right,Serbia,La Liga,3,3,1,Getafe,77.0,5.0,Pressure On Heavy Touch,Forward Runs,72,4.9,Spain,https://cdn.sofifa.net/players/239/433/23_360.png
G. Vicario,Guglielmo Vicario,240091,79,83,25,188,76,19.0,11.0,28.0,75.0,75.0,78.0,79.0,81.0,GK,Right,Italy,Serie A,1,1,1,Empoli,73.0,2.0,Press After Possession Loss,Possession,53,0.07,Italy,https://cdn.sofifa.net/players/240/091/23_360.png
R. Baku,Ridle Bote Baku,240709,79,83,24,176,75,23.5,40.0,82.0,73.0,74.0,81.0,71.0,78.0,"RB, RM",Right,Germany,Bundesliga,3,4,2,VfL Wolfsburg,76.0,6.0,Press After Possession Loss,Possession,57,0.22,Germany,https://cdn.sofifa.net/players/240/709/23_360.png
A. Gouiri,Amine Gouiri,240753,79,86,22,181,83,36.0,49.0,78.0,81.0,76.0,80.0,45.0,69.0,"ST, LM",Right,France,Ligue 1,4,3,2,Rennes,77.0,7.0,Balanced,Balanced,64,0.9,France,https://cdn.sofifa.net/players/240/753/23_360.png
Unai Núñez,Unai Núñez Gestoso,240900,79,83,25,186,81,22.0,28.0,70.0,24.0,51.0,52.0,79.0,78.0,CB,Right,Spain,La Liga,2,2,1,Celta de Vigo,77.0,6.0,Pressure On Heavy Touch,Balanced,70,2.3,Spain,https://cdn.sofifa.net/players/240/900/23_360.png
Luis Milla,Luis Milla Manzanares,242201,79,79,27,175,67,18.5,33.0,70.0,72.0,77.0,75.0,75.0,74.0,"CM, CDM",Right,Spain,La Liga,3,3,1,Getafe,77.0,5.0,Pressure On Heavy Touch,Forward Runs,0,0.0,Spain,https://cdn.sofifa.net/players/242/201/23_360.png
B. Sosa,Borna Sosa,243388,79,83,24,187,79,23.5,24.0,79.0,53.0,78.0,78.0,73.0,71.0,"LB, LM, LWB",Left,Croatia,Bundesliga,3,3,2,VfB Stuttgart,74.0,3.0,Balanced,Balanced,0,0.0,Germany,https://cdn.sofifa.net/players/243/388/23_360.png
J. David,Jonathan Christian David,243630,79,85,22,177,77,28.5,37.0,83.0,79.0,71.0,77.0,33.0,71.0,ST,Right,Canada,Ligue 1,3,5,2,Lille,75.0,6.0,Pressure On Heavy Touch,Possession,0,0.0,France,https://cdn.sofifa.net/players/243/630/23_360.png
M. Simakan,Mohamed Simakan,243854,79,87,22,187,82,37.0,43.0,71.0,43.0,64.0,67.0,80.0,79.0,"CB, RB",Right,France,Bundesliga,2,2,1,RB Leipzig,81.0,8.0,Press After Possession Loss,Balanced,0,0.0,Germany,https://cdn.sofifa.net/players/243/854/23_360.png
V. Coufal,Vladimír Coufal,244470,79,79,29,175,76,15.5,69.0,70.0,56.0,73.0,75.0,78.0,81.0,RB,Right,Czech Republic,Premier League,3,3,1,West Ham United,79.0,6.0,Balanced,Forward Runs,0,0.0,England,https://cdn.sofifa.net/players/244/470/23_360.png
J. Todibo,Jean-Clair Dimitri Roger Todibo,245388,79,84,22,190,88,24.5,37.0,75.0,47.0,63.0,67.0,80.0,77.0,CB,Right,France,Ligue 1,3,2,1,Nice,77.0,6.0,Press After Possession Loss,Possession,0,0.0,France,https://cdn.sofifa.net/players/245/388/23_360.png
R. Gravenberch,Ryan Jiro Gravenberch,246104,79,88,20,190,77,38.5,45.0,77.0,76.0,78.0,83.0,68.0,72.0,CM,Right,Netherlands,Bundesliga,4,4,1,FC Bayern München,84.0,10.0,Pressure On Heavy Touch,Possession,0,0.0,Germany,https://cdn.sofifa.net/players/246/104/23_360.png
S. Chukwueze,Samuel Chimerenka Chukwueze,246172,79,85,23,172,70,27.5,32.0,89.0,74.0,70.0,84.0,36.0,63.0,"RM, RW",Left,Nigeria,La Liga,4,2,1,Villarreal,80.0,8.0,Balanced,Balanced,0,0.0,Spain,https://cdn.sofifa.net/players/246/172/23_360.png
J. Álvarez,Julián Álvarez,246191,79,86,22,170,71,36.0,110.0,79.0,80.0,75.0,83.0,55.0,75.0,"ST, RW, LW",Right,Argentina,Premier League,4,4,1,Manchester City,85.0,10.0,Press After Possession Loss,Possession,0,0.0,England,https://cdn.sofifa.net/players/246/191/23_360.png
B. Dia,Boulaye Dia,246242,79,82,25,180,75,23.5,39.0,83.0,78.0,62.0,76.0,27.0,76.0,"ST, RW",Right,Senegal,Serie A,3,3,1,Salernitana,74.0,3.0,Pressure On Heavy Touch,Forward Runs,0,0.0,Italy,https://cdn.sofifa.net/players/246/242/23_360.png
K. Kvaratskhelia,Khvicha Kvaratskhelia,247635,79,88,21,183,70,39.5,46.0,82.0,73.0,74.0,82.0,41.0,67.0,"LW, CAM",Right,Georgia,Serie A,4,5,1,Napoli,80.0,9.0,Balanced,Forward Runs,0,0.0,Italy,https://cdn.sofifa.net/players/247/635/23_360.png
Zubimendi,Martín Zubimendi Ibáñez,248148,79,86,23,181,74,35.0,32.0,59.0,64.0,74.0,74.0,79.0,70.0,"CM, CDM",Right,Spain,La Liga,3,4,1,Real Sociedad,78.0,7.0,Balanced,Possession,0,0.0,Spain,https://cdn.sofifa.net/players/248/148/23_360.png
E. Camavinga,Eduardo Celmi Camavinga,248243,79,89,19,182,68,38.0,78.0,76.0,66.0,78.0,81.0,76.0,78.0,"CM, CDM",Left,France,La Liga,4,3,3,Real Madrid,85.0,10.0,Balanced,Balanced,0,0.0,Spain,https://cdn.sofifa.net/players/248/243/23_360.png
W. Fofana,Wesley Fofana,248695,79,86,21,190,76,33.0,67.0,75.0,37.0,55.0,64.0,81.0,76.0,CB,Right,France,Premier League,2,3,1,Chelsea,84.0,9.0,Balanced,Possession,0,0.0,England,https://cdn.sofifa.net/players/248/695/23_360.png
Gabriel Martinelli,Gabriel Teodoro Martinelli Silva,251566,79,88,21,178,75,39.5,62.0,88.0,74.0,69.0,83.0,45.0,70.0,"LM, LW",Right,Brazil,Premier League,4,3,1,Arsenal,80.0,7.0,Balanced,Possession,0,0.0,England,https://cdn.sofifa.net/players/251/566/23_360.png
G. Raspadori,Giacomo Raspadori,253002,79,86,22,172,69,36.0,37.0,81.0,78.0,68.0,81.0,27.0,58.0,"CF, CAM, ST",Right,Italy,Serie A,4,5,2,Napoli,80.0,9.0,Balanced,Forward Runs,0,0.0,Italy,https://cdn.sofifa.net/players/253/002/23_360.png
Ansu Fati,Anssumane Fati,253004,79,90,19,178,66,38.0,84.0,88.0,77.0,72.0,82.0,30.0,53.0,LW,Right,Spain,La Liga,4,4,2,FC Barcelona,84.0,10.0,Balanced,Possession,0,0.0,Spain,https://cdn.sofifa.net/players/253/004/23_360.png
Matheus Nunes,Matheus Luiz Nunes,253124,79,86,23,183,76,35.0,73.0,84.0,71.0,73.0,82.0,74.0,76.0,CM,Right,Portugal,Premier League,3,3,1,Wolverhampton Wanderers,78.0,5.0,Balanced,Forward Runs,0,0.0,England,https://cdn.sofifa.net/players/253/124/23_360.png
Vitinha,Vítor Machado Ferreira,255253,79,89,22,172,64,39.5,68.0,73.0,68.0,79.0,83.0,67.0,55.0,"CM, CAM",Right,Portugal,Ligue 1,3,3,1,Paris Saint Germain,85.0,10.0,Press After Possession Loss,Possession,0,0.0,France,https://cdn.sofifa.net/players/255/253/23_360.png
Gonçalo Inácio,Gonçalo Bernardo Inácio,257179,79,88,20,185,78,36.0,11.0,80.0,36.0,61.0,61.0,80.0,77.0,CB,Left,Portugal,Liga Portugal,2,2,1,Sporting CP,78.0,9.0,Pressure On Heavy Touch,Direct Passing,0,0.0,Portugal,https://cdn.sofifa.net/players/257/179/23_360.png
Yeremy Pino,Yeremy Jesús Pino Santos,259377,79,87,19,172,60,38.0,21.0,77.0,73.0,76.0,79.0,38.0,45.0,"RM, ST, LM",Right,Spain,La Liga,3,4,1,Villarreal,80.0,8.0,Balanced,Balanced,0,0.0,Spain,https://cdn.sofifa.net/players/259/377/23_360.png
Dante,Dante Bonfim da Costa Santos,158625,78,78,38,189,91,2.5,28.0,32.0,52.0,68.0,66.0,79.0,78.0,CB,Left,Brazil,Ligue 1,3,4,3,Nice,77.0,6.0,Press After Possession Loss,Possession,81,7.0,France,https://cdn.sofifa.net/players/158/625/23_360.png
E. Choupo-Moting,Jean-Eric Maxim Choupo-Moting,183569,78,78,33,191,90,9.0,60.0,60.0,76.0,69.0,79.0,38.0,69.0,"ST, CAM",Right,Cameroon,Bundesliga,3,4,2,FC Bayern München,84.0,10.0,Pressure On Heavy Touch,Possession,77,9.0,Germany,https://cdn.sofifa.net/players/183/569/23_360.png
A. Ogbonna,Angelo Obinze Ogbonna,183855,78,78,34,191,86,4.6,60.0,48.0,40.0,59.0,61.0,81.0,68.0,CB,Left,Italy,Premier League,2,3,2,West Ham United,79.0,6.0,Balanced,Forward Runs,79,10.0,England,https://cdn.sofifa.net/players/183/855/23_360.png
J. Boateng,Jérôme Boateng,183907,78,78,33,190,94,6.5,55.0,44.0,49.0,73.0,64.0,78.0,73.0,CB,Right,Germany,Ligue 1,2,4,4,Olympique Lyonnais,78.0,8.0,Pressure On Heavy Touch,Possession,88,48.0,France,https://cdn.sofifa.net/players/183/907/23_360.png
L. Stindl,Lars Edi Stindl,187072,78,78,33,181,80,9.0,31.0,55.0,78.0,79.0,78.0,60.0,73.0,CAM,Right,Germany,Bundesliga,4,4,3,Borussia Mönchengladbach,78.0,5.0,Balanced,Possession,82,23.0,Germany,https://cdn.sofifa.net/players/187/072/23_360.png
M. Lanzini,Manuel Lanzini,188988,78,78,29,167,59,14.0,68.0,69.0,73.0,78.0,82.0,41.0,55.0,"CAM, LM",Right,Argentina,Premier League,4,3,2,West Ham United,79.0,6.0,Balanced,Forward Runs,81,24.5,England,https://cdn.sofifa.net/players/188/988/23_360.png
G. Bonaventura,Giacomo Bonaventura,189125,78,78,32,181,75,11.0,52.0,69.0,77.0,80.0,80.0,70.0,65.0,CM,Right,Italy,Serie A,4,3,2,Fiorentina,77.0,6.0,Balanced,Forward Runs,83,26.5,Italy,https://cdn.sofifa.net/players/189/125/23_360.png
A. Cresswell,Aaron Cresswell,189615,78,78,32,175,66,9.5,60.0,64.0,60.0,75.0,75.0,77.0,68.0,"LB, CB",Left,England,Premier League,3,3,2,West Ham United,79.0,6.0,Balanced,Forward Runs,76,7.0,England,https://cdn.sofifa.net/players/189/615/23_360.png
